country,quarter,top5share
SI,2014-Q3,37.23
SI,2014-Q4,37.24
SI,2015-Q1,37.53
SI,2015-Q2,37.48
SI,2015-Q3,37.97
SI,2015-Q4,38.22
SI,2016-Q1,38.44
SI,2016-Q2,38.58
SI,2016-Q3,38.99
SI,2016-Q4,39.33
SI,2017-Q1,39.69
SI,2017-Q2,39.86
SI,2017-Q3,40.49
SI,2017-Q4,40.37
SI,2018-Q1,40.11
SI,2018-Q2,39.92
SI,2018-Q3,39.28
SI,2018-Q4,39.29
SI,2019-Q1,39.13
SI,2019-Q2,38.88
SI,2019-Q3,38.74
SI,2019-Q4,38.75
SI,2020-Q1,38.33
SI,2020-Q2,38.13
SI,2020-Q3,38.03
SI,2020-Q4,37.82
SI,2021-Q1,37.88
SI,2021-Q2,37.8
SI,2021-Q3,38.37
SI,2021-Q4,38.68
SI,2022-Q1,38.34
SI,2022-Q2,38.09
SI,2022-Q3,38.01
SI,2022-Q4,38
SI,2023-Q1,38.13
SI,2023-Q2,38.14
SI,2023-Q3,38.21
SI,2023-Q4,38.46
SI,2024-Q1,38.64
SI,2024-Q2,38.61
SI,2024-Q3,38.58
SI,2024-Q4,38.45
SI,2025-Q1,38.78
SK,2010-Q3,37.11
SK,2010-Q4,37.02
SK,2011-Q1,36.79
SK,2011-Q2,36.48
SK,2011-Q3,36.11
SK,2011-Q4,35.55
SK,2012-Q1,35.35
SK,2012-Q2,35.18
SK,2012-Q3,35.06
SK,2012-Q4,34.99
SK,2013-Q1,34.77
SK,2013-Q2,34.63
SK,2013-Q3,34.63
SK,2013-Q4,34.59
SK,2014-Q1,34.62
SK,2014-Q2,34.87
SK,2014-Q3,35.17
SK,2014-Q4,35.54
SK,2015-Q1,36.09
SK,2015-Q2,36.61
SK,2015-Q3,37.14
SK,2015-Q4,37.76
SK,2016-Q1,38.21
SK,2016-Q2,38.84
SK,2016-Q3,39.41
SK,2016-Q4,40.07
SK,2017-Q1,40.9
SK,2017-Q2,40.56
SK,2017-Q3,40.53
SK,2017-Q4,40.4
SK,2018-Q1,40.03
SK,2018-Q2,39.71
SK,2018-Q3,39.73
SK,2018-Q4,39.14
SK,2019-Q1,38.85
SK,2019-Q2,38.68
SK,2019-Q3,38.75
SK,2019-Q4,38.32
SK,2020-Q1,37.66
SK,2020-Q2,37.4
SK,2020-Q3,37.05
SK,2020-Q4,36.85
SK,2021-Q1,36.43
SK,2021-Q2,36.28
SK,2021-Q3,35.98
SK,2021-Q4,36.04
SK,2022-Q1,35.39
SK,2022-Q2,34.88
SK,2022-Q3,34.76
SK,2022-Q4,34.88
SK,2023-Q1,34.66
SK,2023-Q2,34.92
SK,2023-Q3,35.05
SK,2023-Q4,35.21
SK,2024-Q1,35.28
SK,2024-Q2,35.12
SK,2024-Q3,34.86
SK,2024-Q4,34.66
SK,2025-Q1,34.37
